agebin,densitybin,fraction_infected_bin,count,num_in_group,freq_frac_infect,site,year,month
5,500,80,0,0,NA,Sapone_2018,9,1
5,500,60,0,0,NA,Sapone_2018,9,1
80,0,5,0,0,NA,Sapone_2018,8,1
80,0,0,0,0,NA,Sapone_2018,8,1
80,0,20,0,0,NA,Sapone_2018,8,1
80,0,40,0,0,NA,Sapone_2018,8,1
80,0,80,0,0,NA,Sapone_2018,8,1
80,0,60,0,0,NA,Sapone_2018,8,1
80,0.5,5,0,0,NA,Sapone_2018,8,1
80,0.5,0,0,0,NA,Sapone_2018,8,1
80,0.5,20,0,0,NA,Sapone_2018,8,1
80,0.5,40,0,0,NA,Sapone_2018,8,1
80,0.5,80,0,0,NA,Sapone_2018,8,1
80,0.5,60,0,0,NA,Sapone_2018,8,1
80,5,5,0,0,NA,Sapone_2018,8,1
80,5,0,0,0,NA,Sapone_2018,8,1
80,5,20,0,0,NA,Sapone_2018,8,1
80,5,40,0,0,NA,Sapone_2018,8,1
80,5,80,0,0,NA,Sapone_2018,8,1
80,5,60,0,0,NA,Sapone_2018,8,1
80,50,5,0,0,NA,Sapone_2018,8,1
80,50,0,0,0,NA,Sapone_2018,8,1
80,50,20,0,0,NA,Sapone_2018,8,1
80,50,40,0,0,NA,Sapone_2018,8,1
80,50,80,0,0,NA,Sapone_2018,8,1
80,50,60,0,0,NA,Sapone_2018,8,1
80,500,5,0,0,NA,Sapone_2018,8,1
80,500,0,0,0,NA,Sapone_2018,8,1
80,500,20,0,0,NA,Sapone_2018,8,1
80,500,40,0,0,NA,Sapone_2018,8,1
80,500,80,0,0,NA,Sapone_2018,8,1
80,500,60,0,0,NA,Sapone_2018,8,1
15,0,5,0,3,0,Sapone_2018,8,1
15,0,0,3,3,1,Sapone_2018,8,1
15,0,20,0,3,0,Sapone_2018,8,1
15,0,40,0,3,0,Sapone_2018,8,1
15,0,80,0,3,0,Sapone_2018,8,1
15,0,60,0,3,0,Sapone_2018,8,1
15,0.5,5,0,0,NA,Sapone_2018,8,1
15,0.5,0,0,0,NA,Sapone_2018,8,1
15,0.5,20,0,0,NA,Sapone_2018,8,1
15,0.5,40,0,0,NA,Sapone_2018,8,1
15,0.5,80,0,0,NA,Sapone_2018,8,1
15,0.5,60,0,0,NA,Sapone_2018,8,1
15,5,5,0,0,NA,Sapone_2018,8,1
15,5,0,0,0,NA,Sapone_2018,8,1
15,5,20,0,0,NA,Sapone_2018,8,1
15,5,40,0,0,NA,Sapone_2018,8,1
15,5,80,0,0,NA,Sapone_2018,8,1
15,5,60,0,0,NA,Sapone_2018,8,1
15,50,5,0,0,NA,Sapone_2018,8,1
15,50,0,0,0,NA,Sapone_2018,8,1
15,50,20,0,0,NA,Sapone_2018,8,1
15,50,40,0,0,NA,Sapone_2018,8,1
15,50,80,0,0,NA,Sapone_2018,8,1
15,50,60,0,0,NA,Sapone_2018,8,1
15,500,5,0,0,NA,Sapone_2018,8,1
15,500,0,0,0,NA,Sapone_2018,8,1
15,500,20,0,0,NA,Sapone_2018,8,1
15,500,40,0,0,NA,Sapone_2018,8,1
15,500,80,0,0,NA,Sapone_2018,8,1
15,500,60,0,0,NA,Sapone_2018,8,1
5,0,5,0,1,0,Sapone_2018,8,1
5,0,0,1,1,1,Sapone_2018,8,1
5,0,20,0,1,0,Sapone_2018,8,1
5,0,40,0,1,0,Sapone_2018,8,1
5,0,80,0,1,0,Sapone_2018,8,1
5,0,60,0,1,0,Sapone_2018,8,1
5,0.5,5,0,0,NA,Sapone_2018,8,1
5,0.5,0,0,0,NA,Sapone_2018,8,1
5,0.5,20,0,0,NA,Sapone_2018,8,1
5,0.5,40,0,0,NA,Sapone_2018,8,1
5,0.5,80,0,0,NA,Sapone_2018,8,1
5,0.5,60,0,0,NA,Sapone_2018,8,1
5,5,5,0,0,NA,Sapone_2018,8,1
5,5,0,0,0,NA,Sapone_2018,8,1
5,5,20,0,0,NA,Sapone_2018,8,1
5,5,40,0,0,NA,Sapone_2018,8,1
5,5,80,0,0,NA,Sapone_2018,8,1
5,5,60,0,0,NA,Sapone_2018,8,1
5,50,5,0,0,NA,Sapone_2018,8,1
5,50,0,0,0,NA,Sapone_2018,8,1
5,50,20,0,0,NA,Sapone_2018,8,1
5,50,40,0,0,NA,Sapone_2018,8,1
5,50,80,0,0,NA,Sapone_2018,8,1
5,50,60,0,0,NA,Sapone_2018,8,1
5,500,5,0,0,NA,Sapone_2018,8,1
5,500,0,0,0,NA,Sapone_2018,8,1
5,500,20,0,0,NA,Sapone_2018,8,1
5,500,40,0,0,NA,Sapone_2018,8,1
5,500,80,0,0,NA,Sapone_2018,8,1
5,500,60,0,0,NA,Sapone_2018,8,1
